"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007260","tyrosine phosphorylation of STAT protein","12/880","86/18670",0.000686016920753436,0.00882366088071784,0.00750617660659378,"IL22RA2/IL23R/TNF/IL24/CSF2/TNFRSF18/IFNG/FLT3/IL12B/IL2/JAK3/IFNL1",12
"GO:0033081","regulation of T cell differentiation in thymus","6/880","24/18670",0.000698464340730948,0.00891150615962087,0.00758090547326436,"TESPA1/CAMK4/IL7R/RASGRP1/FOXN1/FOXP3",6
"GO:0042832","defense response to protozoan","6/880","24/18670",0.000698464340730948,0.00891150615962087,0.00758090547326436,"IRF4/IRF8/CCDC88B/TSPAN32/BATF/IL12B",6
"GO:0090023","positive regulation of neutrophil chemotaxis","6/880","24/18670",0.000698464340730948,0.00891150615962087,0.00758090547326436,"CCL19/RAC2/RIPOR2/CCR7/NCKAP1L/XCL1",6
"GO:0046425","regulation of JAK-STAT cascade","16/880","137/18670",0.000735181269620346,0.00935488679712093,0.00795808376853322,"IL26/IL22RA2/IL23R/TNF/IL24/CSF2/TNFRSF18/PTPRC/IFNG/FLT3/IL12B/IL10RA/IL2/JAK3/IFNL1/CDK5R1",16
"GO:0007088","regulation of mitotic nuclear division","18/880","164/18670",0.000745485610469058,0.00946070938725932,0.0080481057062849,"CD28/AURKB/DLGAP5/BUB1/MKI67/UBE2C/BUB1B/CDC25C/CENPF/NUSAP1/ESPL1/NDC80/PKMYT1/CENPE/TACC3/HSPA1B/CDCA5/NEUROG1",18
"GO:0032715","negative regulation of interleukin-6 production","9/880","53/18670",0.000754175242641115,0.00952021214782246,0.00809872395141067,"TNF/SLAMF1/CD200R1/PTPN22/NCKAP1L/FOXP3/INPP5D/NLRC3/NR1H4",9
"GO:0050702","interleukin-1 beta secretion","9/880","53/18670",0.000754175242641115,0.00952021214782246,0.00809872395141067,"AIM2/CARD17/CCL19/TLR6/GBP5/CCR7/NOD2/P2RX7/NLRP7",9
"GO:0002690","positive regulation of leukocyte chemotaxis","12/880","87/18670",0.000762324750576387,0.00959762827511383,0.00816458087083482,"CXCL13/CCL19/RAC2/XCL2/RIPOR2/CCR7/NCKAP1L/CCR6/GPSM3/XCL1/CCR2/CCL7",12
"GO:0042088","T-helper 1 type immune response","8/880","43/18670",0.000787240532367501,0.00988475059553983,0.00840883219394747,"IL23R/CCL19/IL12RB1/IL12B/EBI3/JAK3/XCL1/CCR2",8
"GO:0070268","cornification","14/880","112/18670",0.000789284561106353,0.00988475059553983,0.00840883219394747,"KRT72/KRT17/DSC3/KRT73/KRT23/KRT5/LIPM/KRT14/KRT74/PKP2/KRT77/KRT38/SPRR2F/SPINK6",14
"GO:0007135","meiosis II","4/880","10/18670",0.000819291521682147,0.0101010579059206,0.00859284208450924,"DAZL/BUB1/HORMAD2/BUB1B",4
"GO:0043379","memory T cell differentiation","4/880","10/18670",0.000819291521682147,0.0101010579059206,0.00859284208450924,"IL23R/IL12RB1/IL12B/IFNL1",4
"GO:0048304","positive regulation of isotype switching to IgG isotypes","4/880","10/18670",0.000819291521682147,0.0101010579059206,0.00859284208450924,"CD28/PTPRC/TBX21/IL2",4
"GO:0061983","meiosis II cell cycle process","4/880","10/18670",0.000819291521682147,0.0101010579059206,0.00859284208450924,"DAZL/BUB1/HORMAD2/BUB1B",4
"GO:0090715","immunological memory formation process","4/880","10/18670",0.000819291521682147,0.0101010579059206,0.00859284208450924,"IL23R/IL12RB1/IL12B/IFNL1",4
"GO:0098598","learned vocalization behavior or vocal learning","4/880","10/18670",0.000819291521682147,0.0101010579059206,0.00859284208450924,"TIFAB/STRA6/CNTNAP2/NEUROG1",4
"GO:0032675","regulation of interleukin-6 production","17/880","152/18670",0.000836144675173544,0.010282202866023,0.00874693980883299,"TNF/TLR6/INAVA/TLR7/SLAMF1/CD200R1/PTPN22/NCKAP1L/FOXP3/IL17A/INPP5D/NLRC3/NR1H4/NOD2/P2RX7/CARD9/LGALS9C",17
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","12/880","88/18670",0.000845596960931559,0.0103716390130755,0.00882302200689847,"CCL19/SASH3/CD2/PTPRC/IFNG/RASGRP1/IL12B/NOD2/CYBB/CD86/CCR2/CARD9",12
"GO:0007586","digestion","16/880","139/18670",0.000861213028791622,0.0105360226324404,0.00896286107084989,"TIFAB/KCNN4/INAVA/VSIG1/SLC2A5/CRACD/SLC9A4/UCN2/SLC2A2/SOAT2/NOD2/SNX10/HAMP/NEUROG1/SST/TAC1",16
"GO:0007091","metaphase/anaphase transition of mitotic cell cycle","9/880","54/18670",0.000867772340421194,0.0105890476104217,0.00900796874833984,"AURKB/DLGAP5/BUB1/BUB1B/CENPF/ESPL1/NDC80/CENPE/TACC3",9
"GO:0001562","response to protozoan","6/880","25/18670",0.000882731642592633,0.0106686789670388,0.00907571013530736,"IRF4/IRF8/CCDC88B/TSPAN32/BATF/IL12B",6
"GO:0002507","tolerance induction","6/880","25/18670",0.000882731642592633,0.0106686789670388,0.00907571013530736,"CCR4/AIRE/ICOS/CD3E/PDCD1/FOXP3",6
"GO:0042268","regulation of cytolysis","5/880","17/18670",0.000885507079634448,0.0106686789670388,0.00907571013530736,"HMHB1/CSF2/LILRB1/P2RX7/PGLYRP4",5
"GO:0045072","regulation of interferon-gamma biosynthetic process","5/880","17/18670",0.000885507079634448,0.0106686789670388,0.00907571013530736,"LILRB1/TLR7/IL12B/FOXP3/EBI3",5
"GO:0048535","lymph node development","5/880","17/18670",0.000885507079634448,0.0106686789670388,0.00907571013530736,"CXCR5/LTB/LTA/IL7R/TOX",5
"GO:0032611","interleukin-1 beta production","13/880","101/18670",0.000910409042289911,0.0109410015966103,0.00930737154876927,"AIM2/CARD17/CCL19/PYHIN1/TLR6/INAVA/IFNG/GBP5/CCR7/ACP5/NOD2/P2RX7/NLRP7",13
"GO:0097553","calcium ion transmembrane import into cytosol","16/880","140/18670",0.00093082446391886,0.0111581703370022,0.00949211424693607,"CD19/CCL19/LCK/CORO1A/MCOLN2/FASLG/PTPRC/PLCB2/CCR7/CCR5/DHRS7C/P2RX7/METTL21C/XCL1/CXCL11/F2RL3",16
"GO:0046427","positive regulation of JAK-STAT cascade","12/880","89/18670",0.00093631971470135,0.0111958430207631,0.00952416192208779,"IL26/IL23R/TNF/IL24/CSF2/TNFRSF18/IFNG/FLT3/IL12B/IL10RA/IL2/IFNL1",12
"GO:0007249","I-kappaB kinase/NF-kappaB signaling","25/880","269/18670",0.000979550931754085,0.011683415749919,0.00993893387027097,"EDAR/TNFSF11/UBD/TIFAB/RHOH/TNF/CCL19/BTK/PRKCB/CARD11/TLR6/INAVA/FASLG/TNIP3/TLR7/PIM2/NLRP6/BIRC3/CCR7/TRAF5/NLRC3/NR1H4/NOD2/CLEC6A/CARD9",25
"GO:0042742","defense response to bacterium","29/880","330/18670",0.000984431640061624,0.0117122754376332,0.00996348444125528,"CXCL13/IGLL5/AICDA/IL23R/TNF/JCHAIN/LTA/TLR6/IRF8/TNFSF8/IGLL1/KLRC4-KLRK1/PLAC8/ACP5/IL12B/CCL20/MBL2/PGLYRP2/NR1H4/NOD2/P2RX7/HAMP/CARD9/PGLYRP4/COCH/VGF/LALBA/CHGA/SEMG2",29
"GO:0019884","antigen processing and presentation of exogenous antigen","19/880","182/18670",0.000992889928567561,0.0117834493018779,0.0100240311465306,"CD1A/HLA-DOB/CD1E/CD1C/NCF1/LAG3/KIF4A/HLA-DQA1/CD207/NCF4/HLA-DOA/HLA-DQB1/CYBB/CD1B/CENPE/PSMA8/HLA-DPB1/FCGR2B/CAPZA3",19
"GO:0032612","interleukin-1 production","14/880","115/18670",0.00102687153674955,0.0121564219984853,0.0103413142978234,"AIM2/CARD17/CCL19/PYHIN1/TLR6/INAVA/IFNG/GBP5/CCR7/ACP5/NR1H4/NOD2/P2RX7/NLRP7",14
"GO:0045132","meiotic chromosome segregation","12/880","90/18670",0.00103500097046417,0.012161900292442,0.0103459746131389,"BUB1/HORMAD2/MEI1/TOP2A/BUB1B/BRIP1/NUF2/NCAPH/ESPL1/SGO1/TEX11/STAG3",12
"GO:0046849","bone remodeling","12/880","90/18670",0.00103500097046417,0.012161900292442,0.0103459746131389,"PTH/TNFSF11/MC4R/RAC2/GPR55/ACP5/INPP5D/WNT16/P2RX7/SNX10/CARTPT/CALCA",12
"GO:0051304","chromosome separation","12/880","90/18670",0.00103500097046417,0.012161900292442,0.0103459746131389,"AURKB/DLGAP5/BUB1/TOP2A/BUB1B/CENPF/NCAPH/ESPL1/NDC80/TEX11/CENPE/TACC3",12
"GO:1903707","negative regulation of hemopoiesis","17/880","155/18670",0.00104154712409517,0.0122086767575589,0.0103857667598393,"CTLA4/MIXL1/GPR171/LILRB1/GPR55/RUNX3/LAG3/FOXP3/INPP5D/PGLYRP2/TBX21/IL2/JAK3/IFNL1/PGLYRP4/FCGR2B/CARTPT",17
"GO:0002221","pattern recognition receptor signaling pathway","20/880","197/18670",0.00104882217065554,0.012263746216584,0.0104326136514708,"TLR10/FCRL3/IRF4/BTK/TLR6/INAVA/LILRA4/TNIP3/TLR7/NLRP6/BIRC3/PTPN22/BPIFB1/PGLYRP2/NR1H4/GFI1/NOD2/PGLYRP4/HSPA1B/ITGB2",20
"GO:0032689","negative regulation of interferon-gamma production","7/880","35/18670",0.00106580062020961,0.0124013328889426,0.0105496568918445,"LILRB1/CD96/FOXP3/NR1H4/XCL1/PGLYRP4/LGALS9C",7
"GO:0042092","type 2 immune response","7/880","35/18670",0.00106580062020961,0.0124013328889426,0.0105496568918445,"BATF/TBX21/NOD2/IFNL1/CD86/XCL1/CCR2",7
"GO:0045581","negative regulation of T cell differentiation","8/880","45/18670",0.00107690625390316,0.0124999923471345,0.0106335852439321,"CTLA4/RUNX3/LAG3/FOXP3/TBX21/IL2/JAK3/IFNL1",8
"GO:0071624","positive regulation of granulocyte chemotaxis","6/880","26/18670",0.00110226866467523,0.0127631322865762,0.0108574350591505,"CCL19/RAC2/RIPOR2/CCR7/NCKAP1L/XCL1",6
"GO:0070371","ERK1 and ERK2 cascade","28/880","317/18670",0.00110494021896815,0.0127631322865762,0.0108574350591505,"IL26/APELA/TNFSF11/CCL22/TNF/CCL19/SCIMP/CCL17/PTPRC/SLAMF1/CCL11/XCL2/FLT3/GPR55/CCL24/FGF23/NLRP6/RASGRP1/CCR7/PTPN22/CCL20/ALOX15/TIAM1/NOD2/CHRNA9/XCL1/CCL25/CCL7",28
"GO:0007259","JAK-STAT cascade","17/880","156/18670",0.00111890990013098,0.0128932014884342,0.0109680832825379,"IL26/IL22RA2/IL23R/TNF/IL24/CSF2/TNFRSF18/PTPRC/IFNG/FLT3/IL12B/IL10RA/IL2/JAK3/IFNL1/CCR2/STAT4",17
"GO:0044784","metaphase/anaphase transition of cell cycle","9/880","56/18670",0.0011366763365007,0.0130662866797266,0.011115324663569,"AURKB/DLGAP5/BUB1/BUB1B/CENPF/ESPL1/NDC80/CENPE/TACC3",9
"GO:0042095","interferon-gamma biosynthetic process","5/880","18/18670",0.00117886097423746,0.0134537155309259,0.0114449054825629,"LILRB1/TLR7/IL12B/FOXP3/EBI3",5
"GO:0043011","myeloid dendritic cell differentiation","5/880","18/18670",0.00117886097423746,0.0134537155309259,0.0114449054825629,"UBD/IRF4/CSF2/CAMK4/BATF",5
"GO:0051782","negative regulation of cell division","5/880","18/18670",0.00117886097423746,0.0134537155309259,0.0114449054825629,"E2F8/AURKB/ASPM/E2F7/BLM",5
"GO:0007218","neuropeptide signaling pathway","13/880","104/18670",0.00119913541705692,0.0136523575353442,0.0116138877209794,"PNOC/PROKR2/GLRA3/KISS1R/NPFFR2/NPBWR1/TAC3/PMCH/NPFFR1/NTSR2/CARTPT/TAC1/GRP",13
"GO:0046328","regulation of JNK cascade","19/880","185/18670",0.0012068143659381,0.0137069918078745,0.0116603644049691,"EDAR/TNFSF11/TNF/CCL19/MAP4K1/TLR6/NCF1/CD40LG/CD27/SLAMF1/WNT7A/RASGRP1/CCR7/PTPN22/TIAM1/NOD2/WNT16/CARD9/FCGR2B",19
"GO:0002517","T cell tolerance induction","4/880","11/18670",0.00123959012852211,0.0139791692455846,0.0118919023055526,"AIRE/ICOS/CD3E/FOXP3",4
"GO:0002604","regulation of dendritic cell antigen processing and presentation","4/880","11/18670",0.00123959012852211,0.0139791692455846,0.0118919023055526,"CCL19/CCR7/NOD2/FCGR2B",4
"GO:0033089","positive regulation of T cell differentiation in thymus","4/880","11/18670",0.00123959012852211,0.0139791692455846,0.0118919023055526,"TESPA1/IL7R/RASGRP1/FOXP3",4
"GO:0033045","regulation of sister chromatid segregation","11/880","80/18670",0.0012813803908565,0.0144162867141515,0.0122637526022996,"AURKB/DLGAP5/BUB1/RMI2/BUB1B/CENPF/ESPL1/NDC80/CENPE/TACC3/CDCA5",11
"GO:0010965","regulation of mitotic sister chromatid separation","9/880","57/18670",0.0012943576576108,0.0145279436145515,0.0123587377139304,"AURKB/DLGAP5/BUB1/BUB1B/CENPF/ESPL1/NDC80/CENPE/TACC3",9
"GO:1901623","regulation of lymphocyte chemotaxis","6/880","27/18670",0.00136133450723558,0.0152437433410214,0.0129676594794502,"CXCL13/XCL2/KLRC4-KLRK1/XCL1/CCR2/CCL7",6
"GO:0007052","mitotic spindle organization","13/880","106/18670",0.00143113991818404,0.0159877813864738,0.0136006032254406,"MYBL2/AURKB/FSD1/NUF2/KIF4A/BIRC5/SPC25/KIFC1/TPX2/NDC80/CENPE/TACC3/HSPA1B",13
"GO:0035722","interleukin-12-mediated signaling pathway","8/880","47/18670",0.00144591893802769,0.0160774023973686,0.0136768426848364,"IL12RB1/IFNG/LCP1/IL12B/GSTA2/STAT4/LMNB1/SERPINB2",8
"GO:0043303","mast cell degranulation","8/880","47/18670",0.00144591893802769,0.0160774023973686,0.0136768426848364,"BTK/RAC2/CD84/LAT2/RASGRP1/PIK3CG/PIK3CD/CHGA",8
"GO:0043254","regulation of protein complex assembly","37/880","467/18670",0.00146818355152392,0.0162869126380008,0.0138550703942117,"TCL1A/CXCL13/AIM2/NPHS1/CARMIL2/MORC1/TNF/TMC8/JCHAIN/CSF2/TLR6/CORO1A/HJURP/PATL2/CCL11/IFNG/GBP5/WAS/CCL24/SKAP1/CCR7/CRACD/LCP1/HRG/KIF14/NCKAP1L/ALOX15/NLRC3/INSM1/PLEK/WNT10B/CDK5R1/HSPA1B/TBX20/SOST/CAPZA3/MMP3",37
"GO:0002791","regulation of peptide secretion","39/880","500/18670",0.00147547323705831,0.0163297142678151,0.0138914811988403,"TLR10/BLK/IL26/AIM2/TNFSF11/CARD17/TNF/CCL19/HMHB1/KCNN4/MIR155/TLR6/CD40LG/LILRB1/CD2/IFNG/CD200R1/CD244/ADCY8/RASGRP1/CCR7/PTPN22/FOXP3/CRTAM/IL17A/IL2/NR1H4/TIAM1/ADTRP/SLC2A2/NOD2/CLEC6A/P2RX7/NLRP7/FCGR2B/LGALS9C/CHGA/CARTPT/GRP",39
"GO:0052695","cellular glucuronidation","5/880","19/18670",0.00153833655448332,0.0169859481735177,0.0144497310747169,"UGT2B15/UGT2B17/UGT2B4/UGT2B28/UGT2B7",5
"GO:0032635","interleukin-6 production","17/880","161/18670",0.00158292942114559,0.0174378729519257,0.0148341777624901,"TNF/TLR6/INAVA/TLR7/SLAMF1/CD200R1/PTPN22/NCKAP1L/FOXP3/IL17A/INPP5D/NLRC3/NR1H4/NOD2/P2RX7/CARD9/LGALS9C",17
"GO:0042634","regulation of hair cycle","6/880","28/18670",0.00166437343928486,0.0182385421359503,0.0155152969011324,"TERT/KRT17/TNF/FOXN1/EPS8L3/WNT10B",6
"GO:0002279","mast cell activation involved in immune response","8/880","48/18670",0.00166465067529432,0.0182385421359503,0.0155152969011324,"BTK/RAC2/CD84/LAT2/RASGRP1/PIK3CG/PIK3CD/CHGA",8
"GO:0042116","macrophage activation","12/880","95/18670",0.00166710775985257,0.0182385421359503,0.0155152969011324,"STAP1/TNF/MIR142/CSF2/TLR6/TLR7/PTPRC/IFNG/TAFA3/FCGR2B/ITGB2/CST7",12
"GO:0042509","regulation of tyrosine phosphorylation of STAT protein","11/880","83/18670",0.00173740822219216,0.0189640498381021,0.016132477118665,"IL22RA2/IL23R/TNF/IL24/CSF2/TNFRSF18/IFNG/FLT3/IL12B/IL2/IFNL1",11
"GO:0042531","positive regulation of tyrosine phosphorylation of STAT protein","10/880","71/18670",0.00174679321051831,0.0190186748119168,0.0161789458923551,"IL23R/TNF/IL24/CSF2/TNFRSF18/IFNG/FLT3/IL12B/IL2/IFNL1",10
"GO:0050921","positive regulation of chemotaxis","15/880","135/18670",0.00176262032108391,0.0190186748119168,0.0161789458923551,"CXCL13/CCR4/CCL19/RAC2/CXCR4/XCL2/RIPOR2/CCR7/NCKAP1L/CCR6/TIAM1/GPSM3/XCL1/CCR2/CCL7",15
"GO:0050708","regulation of protein secretion","37/880","472/18670",0.00176797827513188,0.0190186748119168,0.0161789458923551,"TLR10/BLK/IL26/AIM2/CARD17/TNF/CCL19/HMHB1/KCNN4/MIR155/TLR6/CD40LG/LILRB1/CD2/IFNG/CD200R1/CD244/ADCY8/RASGRP1/CCR7/PTPN22/FOXP3/CRTAM/IL17A/IL2/NR1H4/TIAM1/ADTRP/SLC2A2/NOD2/CLEC6A/P2RX7/NLRP7/FCGR2B/LGALS9C/CHGA/CARTPT",37
"GO:0002468","dendritic cell antigen processing and presentation","4/880","12/18670",0.00179036905142651,0.0190186748119168,0.0161789458923551,"CCL19/CCR7/NOD2/FCGR2B",4
"GO:0002551","mast cell chemotaxis","4/880","12/18670",0.00179036905142651,0.0190186748119168,0.0161789458923551,"RAC2/CCL11/PIK3CD/CHGA",4
"GO:0016045","detection of bacterium","4/880","12/18670",0.00179036905142651,0.0190186748119168,0.0161789458923551,"TLR6/PGLYRP2/NOD2/PGLYRP4",4
"GO:0038110","interleukin-2-mediated signaling pathway","4/880","12/18670",0.00179036905142651,0.0190186748119168,0.0161789458923551,"IL2RG/IL2RB/IL2/JAK3",4
"GO:0045579","positive regulation of B cell differentiation","4/880","12/18670",0.00179036905142651,0.0190186748119168,0.0161789458923551,"BTK/CD27/NCKAP1L/INPP5D",4
"GO:0046541","saliva secretion","4/880","12/18670",0.00179036905142651,0.0190186748119168,0.0161789458923551,"TIFAB/KCNN4/NEUROG1/TAC1",4
"GO:0051798","positive regulation of hair follicle development","4/880","12/18670",0.00179036905142651,0.0190186748119168,0.0161789458923551,"KRT17/TNF/FOXN1/WNT10B",4
"GO:0071107","response to parathyroid hormone","4/880","12/18670",0.00179036905142651,0.0190186748119168,0.0161789458923551,"PTH/FGF23/WNT10B/SOST",4
"GO:0097531","mast cell migration","4/880","12/18670",0.00179036905142651,0.0190186748119168,0.0161789458923551,"RAC2/CCL11/PIK3CD/CHGA",4
"GO:0051306","mitotic sister chromatid separation","9/880","60/18670",0.0018757082538254,0.019880836480969,0.0169123759095358,"AURKB/DLGAP5/BUB1/BUB1B/CENPF/ESPL1/NDC80/CENPE/TACC3",9
"GO:0002448","mast cell mediated immunity","8/880","49/18670",0.00190873574665126,0.0200966226068879,0.0170959424350739,"BTK/RAC2/CD84/LAT2/RASGRP1/PIK3CG/PIK3CD/CHGA",8
"GO:0002686","negative regulation of leukocyte migration","8/880","49/18670",0.00190873574665126,0.0200966226068879,0.0170959424350739,"STAP1/GPR18/CD200R1/RIPOR2/KLRC4-KLRK1/ADTRP/CCL25/CYP19A1",8
"GO:0071349","cellular response to interleukin-12","8/880","49/18670",0.00190873574665126,0.0200966226068879,0.0170959424350739,"IL12RB1/IFNG/LCP1/IL12B/GSTA2/STAT4/LMNB1/SERPINB2",8
"GO:0002718","regulation of cytokine production involved in immune response","11/880","84/18670",0.00191596246302612,0.0201281796060514,0.0171227875747611,"TNF/BTK/SASH3/LILRB1/CD96/FOXP3/TBX21/NOD2/JAK3/XCL1/CCR2",11
"GO:0032872","regulation of stress-activated MAPK cascade","22/880","237/18670",0.00194670632934833,0.0203612646623488,0.0173210700813735,"IL26/EDAR/TNFSF11/TNF/CCL19/MAP4K1/TLR6/INAVA/NCF1/CD40LG/PBK/CD27/SLAMF1/WNT7A/RASGRP1/CCR7/PTPN22/TIAM1/NOD2/WNT16/CARD9/FCGR2B",22
"GO:0043122","regulation of I-kappaB kinase/NF-kappaB signaling","22/880","237/18670",0.00194670632934833,0.0203612646623488,0.0173210700813735,"EDAR/TNFSF11/UBD/RHOH/TNF/CCL19/PRKCB/CARD11/TLR6/INAVA/FASLG/TNIP3/PIM2/NLRP6/BIRC3/CCR7/TRAF5/NLRC3/NR1H4/NOD2/CLEC6A/CARD9",22
"GO:0043371","negative regulation of CD4-positive, alpha-beta T cell differentiation","5/880","20/18670",0.00197231049823811,0.0205387870046283,0.0174720860905764,"RUNX3/FOXP3/TBX21/IL2/JAK3",5
"GO:1903978","regulation of microglial cell activation","5/880","20/18670",0.00197231049823811,0.0205387870046283,0.0174720860905764,"STAP1/MIR142/PTPRC/TAFA3/CST7",5
"GO:0035025","positive regulation of Rho protein signal transduction","6/880","29/18670",0.00201599432538647,0.0208567760750309,0.0177425953671313,"P2RY10/GPR18/GPR174/GPR55/GPR65/F2RL3",6
"GO:0070229","negative regulation of lymphocyte apoptotic process","6/880","29/18670",0.00201599432538647,0.0208567760750309,0.0177425953671313,"AURKB/IL7R/CD27/IL2/JAK3/DOCK8",6
"GO:1902624","positive regulation of neutrophil migration","6/880","29/18670",0.00201599432538647,0.0208567760750309,0.0177425953671313,"CCL19/RAC2/RIPOR2/CCR7/NCKAP1L/XCL1",6
"GO:0050856","regulation of T cell receptor signaling pathway","7/880","39/18670",0.00206988760761489,0.0213678853029051,0.0181773895168098,"KCNN4/TRAT1/LCK/TESPA1/UBASH3A/CCR7/PTPN22",7
"GO:0050701","interleukin-1 secretion","9/880","61/18670",0.00211017684485646,0.0217366484949608,0.0184910916958714,"AIM2/CARD17/CCL19/TLR6/GBP5/CCR7/NOD2/P2RX7/NLRP7",9
"GO:0018108","peptidyl-tyrosine phosphorylation","30/880","363/18670",0.00211669650357837,0.02175671416961,0.0185081613112707,"STAP1/BLK/IL22RA2/IL23R/TNF/BTK/IL24/CSF2/LCK/NCF1/TNFRSF18/CD3E/ITK/ZAP70/PTPRC/IFNG/MELK/TXK/FLT3/WNT3A/HRG/IL12B/MATK/IL2/JAK3/IFNL1/MUSK/CASS4/STYK1/ITGB2",30
"GO:0009988","cell-cell recognition","10/880","73/18670",0.00216021791548689,0.0221359017175778,0.0188307313579377,"ZPBP2/CCL19/CD6/ASTL/DOCK2/CCR7/SPAM1/DOCK8/HVCN1/FETUB",10
"GO:0070302","regulation of stress-activated protein kinase signaling cascade","22/880","239/18670",0.00216289016572256,0.0221359017175778,0.0188307313579377,"IL26/EDAR/TNFSF11/TNF/CCL19/MAP4K1/TLR6/INAVA/NCF1/CD40LG/PBK/CD27/SLAMF1/WNT7A/RASGRP1/CCR7/PTPN22/TIAM1/NOD2/WNT16/CARD9/FCGR2B",22
"GO:0070671","response to interleukin-12","8/880","50/18670",0.00218016640308397,0.0222648324297782,0.0189404110825863,"IL12RB1/IFNG/LCP1/IL12B/GSTA2/STAT4/LMNB1/SERPINB2",8
"GO:0032760","positive regulation of tumor necrosis factor production","11/880","86/18670",0.00231789805933778,0.0236207213370203,0.0200938486108714,"CCL19/SASH3/CD2/PTPRC/IFNG/RASGRP1/IL12B/NOD2/CYBB/CCR2/CARD9",11
"GO:0030168","platelet activation","16/880","153/18670",0.00236622985618823,0.0239712453830578,0.0203920349793168,"PRKCB/LCK/CD40LG/VAV1/WNT3A/PIK3R5/TSPAN32/DGKA/HRG/PRKCG/TREML1/PLEK/PIK3CG/F2RL3/GP9/SLC7A11",16
"GO:0045807","positive regulation of endocytosis","16/880","153/18670",0.00236622985618823,0.0239712453830578,0.0203920349793168,"STAP1/APELA/SIRPG/TNF/CCL19/IL2RG/PTPRC/DOCK2/IFNG/IL2RB/WNT3A/NCKAP1L/MBL2/AHSG/FCGR2B/SIRPB1",16
"GO:1905818","regulation of chromosome separation","9/880","62/18670",0.00236740603699037,0.0239712453830578,0.0203920349793168,"AURKB/DLGAP5/BUB1/BUB1B/CENPF/ESPL1/NDC80/CENPE/TACC3",9
"GO:0001708","cell fate specification","12/880","99/18670",0.00237601763251072,0.0240073628728631,0.0204227596706587,"ISL2/GSX2/EOMES/MIAT/POU4F1/WNT3A/TBX21/DMRTA2/TBX20/ATOH1/FEV/TBX5",12
"GO:0018212","peptidyl-tyrosine modification","30/880","366/18670",0.00239515956919617,0.0241495008258571,0.0205436746278512,"STAP1/BLK/IL22RA2/IL23R/TNF/BTK/IL24/CSF2/LCK/NCF1/TNFRSF18/CD3E/ITK/ZAP70/PTPRC/IFNG/MELK/TXK/FLT3/WNT3A/HRG/IL12B/MATK/IL2/JAK3/IFNL1/MUSK/CASS4/STYK1/ITGB2",30
"GO:0002828","regulation of type 2 immune response","6/880","30/18670",0.00242094890627818,0.0243065313185186,0.0206772584800041,"TBX21/NOD2/IFNL1/CD86/XCL1/CCR2",6
"GO:0090022","regulation of neutrophil chemotaxis","6/880","30/18670",0.00242094890627818,0.0243065313185186,0.0206772584800041,"CCL19/RAC2/RIPOR2/CCR7/NCKAP1L/XCL1",6
"GO:0030071","regulation of mitotic metaphase/anaphase transition","8/880","51/18670",0.00248100266881273,0.0244858604556088,0.0208298115066791,"AURKB/DLGAP5/BUB1/BUB1B/CENPF/ESPL1/NDC80/CENPE",8
"GO:0140131","positive regulation of lymphocyte chemotaxis","5/880","21/18670",0.00248932704316044,0.0244858604556088,0.0208298115066791,"CXCL13/XCL2/XCL1/CCR2/CCL7",5
"GO:0031223","auditory behavior","4/880","13/18670",0.00249026191647713,0.0244858604556088,0.0208298115066791,"TIFAB/STRA6/CNTNAP2/NEUROG1",4
"GO:0033623","regulation of integrin activation","4/880","13/18670",0.00249026191647713,0.0244858604556088,0.0208298115066791,"CXCL13/SKAP1/KIF14/PLEK",4
"GO:0035589","G protein-coupled purinergic nucleotide receptor signaling pathway","4/880","13/18670",0.00249026191647713,0.0244858604556088,0.0208298115066791,"P2RY10/GPR87/GPR171/P2RY13",4
"GO:0045779","negative regulation of bone resorption","4/880","13/18670",0.00249026191647713,0.0244858604556088,0.0208298115066791,"INPP5D/P2RX7/CARTPT/CALCA",4
"GO:0070431","nucleotide-binding oligomerization domain containing 2 signaling pathway","4/880","13/18670",0.00249026191647713,0.0244858604556088,0.0208298115066791,"INAVA/PTPN22/NOD2/HSPA1B",4
"GO:0071352","cellular response to interleukin-2","4/880","13/18670",0.00249026191647713,0.0244858604556088,0.0208298115066791,"IL2RG/IL2RB/IL2/JAK3",4
"GO:0072672","neutrophil extravasation","4/880","13/18670",0.00249026191647713,0.0244858604556088,0.0208298115066791,"RIPOR2/JAML/PIK3CG/PIK3CD",4
"GO:0090713","immunological memory process","4/880","13/18670",0.00249026191647713,0.0244858604556088,0.0208298115066791,"IL23R/IL12RB1/IL12B/IFNL1",4
"GO:0001894","tissue homeostasis","21/880","227/18670",0.00253801643831715,0.024903959237013,0.0211854828470272,"PTH/TNFSF11/MC4R/PCDH15/JCHAIN/CDHR1/INAVA/VSIG1/CORO1A/SASH3/RAC2/GPR55/CRACD/ACP5/INPP5D/NOD2/P2RX7/SNX10/CCR2/CARTPT/CALCA",21
"GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway","12/880","100/18670",0.00258708436439263,0.0253331985393921,0.0215506312875332,"P2RY10/GPR18/GPR174/GPR55/GPR65/LPAR3/GNG13/F2RL3/NTSR2/CHGA/GRP/CALCA",12
